age,feedback_rating,sentiment_score,total_spend,room_bookings,room_spend,restaurant_visits,restaurant_spend,pool_uses,breakfast_uses,gender_F,gender_M,prefecture_1,prefecture_13,prefecture_23,prefecture_27,prefecture_40,target
29,1,1,60310,3,49000,2,11310,0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5
66,1,0,45063,1,30000,3,15063,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2
32,1,1,29839,1,14000,3,15839,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5
30,2,1,42854,2,36000,1,6854,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6
65,1,-1,74579,4,58000,3,16579,2,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5
21,5,-1,43000,4,43000,0,0,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8
60,5,1,65694,5,50000,3,15694,2,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10
55,1,1,76587,5,66000,2,10587,2,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6
63,2,1,22977,1,16000,1,6977,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5
54,2,1,36430,1,20000,3,16430,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6
68,4,1,61174,4,46000,3,15174,1,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10
46,3,0,38867,1,23000,3,15867,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4
29,4,1,64258,5,53000,2,11258,0,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10
58,1,1,26310,1,11000,3,15310,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3
18,2,-1,76760,5,70000,1,6760,2,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7
34,1,-1,81118,5,66000,3,15118,1,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3
54,2,-1,40744,2,35000,1,5744,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2
33,1,-1,41000,3,41000,0,0,1,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6
56,2,-1,72326,4,56000,3,16326,2,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6
17,4,-1,27643,2,21000,1,6643,0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8
69,5,1,47357,3,31000,3,16357,1,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9
32,4,-1,34528,2,28000,1,6528,2,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9
31,3,1,46969,3,31000,3,15969,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8
48,5,-1,52000,5,52000,0,0,5,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9
64,3,-1,70924,5,55000,3,15924,0,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4
20,4,1,51327,3,35000,3,16327,1,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10
60,2,0,11000,1,11000,0,0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2
37,4,1,61019,3,50000,2,11019,0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10
48,1,-1,70000,5,70000,0,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5
30,4,0,39079,2,33000,1,6079,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6
16,1,1,64866,4,54000,2,10866,2,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6
37,3,-1,44206,2,34000,2,10206,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8
71,2,1,47313,4,41000,1,6313,3,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6
22,1,0,29000,2,29000,0,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
69,4,-1,37100,1,26000,2,11100,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5
42,1,-1,68192,5,63000,1,5192,2,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5
65,1,1,75527,4,59000,3,16527,2,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6
58,3,-1,75021,5,64000,2,11021,5,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6
28,1,1,59609,4,49000,2,10609,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6
42,3,1,46160,2,25000,4,21160,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7
66,2,-1,59000,5,59000,0,0,5,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3
47,4,0,69492,4,54000,3,15492,2,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7
63,2,1,50000,5,50000,0,0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7
32,3,0,28651,1,17000,2,11651,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4
68,5,1,45129,3,40000,1,5129,3,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9
44,5,0,46771,3,40000,1,6771,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7
26,3,-1,57501,4,51000,1,6501,2,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8
17,4,0,36037,2,30000,1,6037,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6
17,1,1,46000,4,46000,0,0,2,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5
68,4,0,41000,3,41000,0,0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6
62,5,0,75915,5,69000,1,6915,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8
26,2,1,49385,2,38000,2,11385,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7
45,3,0,38147,3,33000,1,5147,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5
64,5,-1,36364,1,25000,2,11364,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8
41,3,-1,65175,4,50000,3,15175,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7
32,5,-1,51718,3,41000,2,10718,1,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6
57,3,0,76589,5,70000,1,6589,2,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6
38,4,1,16000,1,16000,0,0,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8
69,2,1,34602,1,18000,3,16602,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6
40,3,-1,20133,1,14000,1,6133,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6
46,2,0,63511,4,47000,3,16511,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4
60,5,1,51000,4,51000,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,10
57,2,-1,35507,3,30000,1,5507,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
22,4,0,50423,3,39000,2,11423,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6
19,5,1,25035,1,19000,1,6035,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9
23,1,0,72188,4,56000,3,16188,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3
46,2,0,54793,2,38000,3,16793,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4
36,4,-1,63802,5,53000,2,10802,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7
19,4,-1,63000,5,63000,0,0,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10
56,3,1,50353,3,45000,1,5353,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7
38,3,1,31000,2,31000,0,0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8
26,4,1,37242,1,22000,3,15242,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8
56,3,0,42324,1,27000,3,15324,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4
26,5,0,66633,5,60000,1,6633,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8
33,3,-1,75827,5,59000,3,16827,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5
15,1,-1,35000,2,35000,0,0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1
50,1,1,52494,3,36000,3,16494,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5
23,2,1,58302,4,53000,1,5302,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7
21,2,0,46581,4,40000,1,6581,4,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,4
69,3,-1,56406,3,45000,2,11406,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,4
54,1,1,37000,3,37000,0,0,2,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6
58,2,-1,65612,5,54000,2,11612,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4
21,5,1,48000,4,48000,0,0,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10
24,4,1,48928,2,28000,4,20928,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8
16,4,-1,44318,3,33000,2,11318,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8
48,3,1,37008,3,31000,1,6008,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7
62,3,1,67974,4,51000,3,16974,0,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9
38,2,1,25415,1,20000,1,5415,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5
39,1,-1,66531,3,50000,3,16531,1,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1
57,3,0,50000,5,50000,0,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5
31,2,1,76038,5,70000,1,6038,1,5,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8
50,2,-1,81593,5,65000,3,16593,1,4,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
63,3,1,29185,1,23000,1,6185,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7
41,2,1,49352,2,38000,2,11352,1,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6
63,4,0,31866,2,20000,2,11866,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5
44,2,0,46704,3,35000,2,11704,1,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3
47,5,1,57755,4,46000,2,11755,1,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10
26,5,-1,73362,5,67000,1,6362,1,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10
21,2,1,33000,3,33000,0,0,3,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6
59,1,1,40329,1,29000,2,11329,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5
33,2,0,77607,5,66000,2,11607,1,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5
39,1,1,52708,3,42000,2,10708,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5
33,2,1,39117,1,24000,3,15117,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7
56,1,0,78651,5,63000,3,15651,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3
28,4,0,61519,4,46000,3,15519,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6
27,5,0,51276,2,40000,2,11276,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7
55,3,0,48242,4,42000,1,6242,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5
24,4,1,76911,4,60000,3,16911,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,9
67,4,1,54000,5,54000,0,0,0,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10
33,3,-1,52821,4,46000,1,6821,0,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8
65,2,-1,36796,1,21000,3,15796,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6
58,4,1,49000,4,49000,0,0,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9
72,4,0,66000,5,66000,0,0,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7
28,5,-1,30539,1,25000,1,5539,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5
19,5,0,45924,3,35000,2,10924,1,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,7
41,2,0,62432,5,57000,1,5432,4,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,4
30,2,-1,19000,1,19000,0,0,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4
54,2,-1,72320,5,61000,2,11320,5,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6
50,5,0,84227,5,68000,3,16227,1,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8
30,4,1,41759,3,36000,1,5759,1,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9
44,2,0,18769,1,13000,1,5769,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2
66,4,1,68427,4,53000,3,15427,1,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,10
71,4,-1,61000,5,61000,0,0,5,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10
68,5,-1,64447,5,54000,2,10447,1,3,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10
15,4,-1,43960,2,33000,2,10960,1,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7
64,4,1,53279,4,48000,1,5279,2,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,10
26,3,0,67636,5,56000,2,11636,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6
62,2,0,70000,5,70000,0,0,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5
31,3,-1,67601,5,57000,2,10601,0,5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,9
66,2,1,26322,1,10000,3,16322,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6
29,1,-1,89224,5,68000,4,21224,5,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7
64,2,0,64309,4,48000,3,16309,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4
27,4,-1,37895,1,22000,3,15895,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8
47,4,1,43552,2,28000,3,15552,1,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8
30,3,0,54515,4,49000,1,5515,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5
38,4,1,70301,5,64000,1,6301,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10
44,1,-1,69149,5,64000,1,5149,2,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6
48,4,1,25000,2,25000,0,0,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8
59,3,0,57799,3,41000,3,16799,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5
61,3,0,64000,5,64000,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,6
45,3,0,64698,4,54000,2,10698,1,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5
62,1,0,76278,5,60000,3,16278,1,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3
49,2,1,68033,5,52000,3,16033,2,4,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7
25,1,1,22955,1,17000,1,5955,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5
47,3,1,60809,4,44000,3,16809,0,1,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8
52,2,0,37324,1,22000,3,15324,0,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3
51,1,0,41000,4,41000,0,0,2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2
46,1,-1,29000,2,29000,0,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5
47,5,-1,46000,3,46000,0,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6
69,2,-1,61757,3,45000,3,16757,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2
15,4,-1,17000,1,17000,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,6
38,4,1,48836,3,38000,2,10836,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10
41,1,-1,55339,4,50000,1,5339,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5
21,3,1,31740,2,25000,1,6740,1,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8
16,3,0,60826,5,54000,1,6826,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5
36,4,1,60186,5,50000,2,10186,0,4,1.0,0.0,0.0,0.0,0.0,0.0,1.0,9
61,5,1,22000,1,22000,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9
55,4,1,42000,4,42000,0,0,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,9
69,2,1,74106,5,59000,3,15106,2,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,8
41,4,1,52449,4,42000,2,10449,2,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9
68,3,-1,54585,3,38000,3,16585,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
55,2,0,35030,1,20000,3,15030,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3
36,3,0,60840,5,55000,1,5840,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5
47,5,0,39509,2,24000,3,15509,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,7
15,4,1,24592,1,18000,1,6592,1,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8
42,1,0,58269,3,48000,2,10269,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,3
57,4,-1,43697,1,28000,3,15697,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4
54,1,1,13000,1,13000,0,0,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,5
61,1,1,72830,4,56000,3,16830,2,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,7
23,3,0,51359,3,46000,1,5359,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5
47,3,0,36050,1,21000,3,15050,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4
60,3,1,25923,1,20000,1,5923,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7
16,2,1,56000,5,56000,0,0,4,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,7
27,3,1,61000,5,61000,0,0,3,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8
38,3,1,48455,3,42000,1,6455,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,7
63,2,-1,42410,2,27000,3,15410,1,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6
51,3,-1,62613,4,46000,3,16613,0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5
17,5,-1,40582,1,25000,3,15582,0,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10
68,1,1,56478,3,41000,3,15478,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6
62,4,1,33382,1,22000,2,11382,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9
69,1,0,36355,1,20000,3,16355,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2
61,1,1,69455,5,59000,2,10455,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,5
65,1,0,44000,3,44000,0,0,2,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3
35,3,0,38135,1,27000,2,11135,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4
43,3,-1,57822,3,46000,2,11822,3,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7
59,5,-1,20000,2,20000,0,0,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7
59,5,0,69000,5,69000,0,0,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8
48,1,-1,30947,2,25000,1,5947,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4
65,1,0,81286,5,66000,3,15286,0,2,1.0,0.0,0.0,0.0,1.0,0.0,0.0,4
72,4,1,35000,2,35000,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,9
29,1,0,52587,3,47000,1,5587,0,2,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3
22,3,-1,23000,1,23000,0,0,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,7
59,1,1,40928,2,25000,3,15928,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5
70,5,1,71283,5,56000,3,15283,2,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,10
48,5,1,68876,5,52000,3,16876,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10
45,2,1,57298,3,46000,2,11298,0,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,6
44,3,0,72029,5,66000,1,6029,2,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6
37,4,1,33954,2,22000,2,11954,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,8
61,2,0,61344,5,51000,2,10344,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,4
22,5,-1,51864,4,40000,2,11864,4,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8
27,5,-1,45480,3,35000,2,10480,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10
61,1,1,44312,2,29000,3,15312,0,2,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5
38,3,-1,63067,4,47000,3,16067,4,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3
64,1,1,34000,3,34000,0,0,0,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4
62,5,1,57000,4,57000,0,0,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,10
43,4,0,34823,1,18000,3,16823,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5
45,4,-1,74576,5,59000,3,15576,3,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9
34,3,-1,30926,1,25000,1,5926,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6
43,1,-1,52664,4,41000,2,11664,4,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5
19,4,-1,57802,4,46000,2,11802,1,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,5
48,3,-1,35515,3,30000,1,5515,1,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3
72,1,1,71986,5,65000,1,6986,1,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7
42,5,1,62162,4,47000,3,15162,1,3,1.0,0.0,0.0,0.0,0.0,0.0,1.0,10
35,1,0,58109,4,48000,2,10109,2,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3
37,2,-1,47779,4,42000,1,5779,3,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6
51,3,0,31230,2,26000,1,5230,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4
26,3,1,68406,5,52000,3,16406,2,3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8
32,4,1,69466,5,54000,3,15466,1,4,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9
45,4,-1,55000,5,55000,0,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10
45,3,-1,40865,2,25000,3,15865,1,0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5
34,2,1,64969,5,59000,1,5969,0,5,1.0,0.0,1.0,0.0,0.0,0.0,0.0,8
59,5,-1,49698,4,43000,1,6698,3,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10
49,4,0,61977,3,45000,3,16977,0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6
69,4,-1,56756,4,40000,3,16756,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,10
62,3,0,44000,4,44000,0,0,3,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5
29,1,1,64288,4,59000,1,5288,2,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7
49,4,0,51000,4,51000,0,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6
27,2,1,57368,4,52000,1,5368,0,3,1.0,0.0,0.0,0.0,0.0,1.0,0.0,8
50,2,1,54000,5,54000,0,0,3,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7
17,2,-1,10000,1,10000,0,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,6
70,5,0,46589,3,36000,2,10589,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,7
59,5,0,67000,5,67000,0,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8
30,2,1,33281,1,22000,2,11281,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5
16,5,-1,45360,2,34000,2,11360,0,2,1.0,0.0,0.0,0.0,0.0,1.0,0.0,10
31,4,-1,25531,1,19000,1,6531,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,8
55,5,0,36184,2,20000,3,16184,1,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,6
49,3,1,46000,3,46000,0,0,2,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,8
62,5,0,28313,1,12000,3,16313,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,6
29,1,-1,40075,1,29000,2,11075,0,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,3
39,5,1,46429,2,30000,3,16429,2,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,9
51,1,1,50868,2,39000,2,11868,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6
37,4,1,37715,1,27000,2,10715,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9
39,4,1,36469,1,26000,2,10469,0,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,9
58,1,-1,18867,1,12000,1,6867,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4
51,4,-1,30000,1,30000,0,0,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,8
72,2,0,42293,2,27000,3,15293,1,2,1.0,0.0,1.0,0.0,0.0,0.0,0.0,3
61,2,-1,61788,3,45000,3,16788,0,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5
35,3,1,45835,1,30000,3,15835,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7
51,1,-1,59998,4,54000,1,5998,2,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3
30,5,0,57000,5,57000,0,0,5,1,0.0,1.0,1.0,0.0,0.0,0.0,0.0,8
28,5,0,35013,1,19000,3,16013,0,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,6
36,2,1,28868,1,18000,2,10868,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,5
71,3,1,73829,5,68000,1,5829,4,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,9
32,5,0,53087,1,27000,5,26087,0,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7
17,2,-1,25000,2,25000,0,0,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4
31,5,0,45956,1,30000,3,15956,0,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,7
25,3,0,28079,1,22000,1,6079,0,0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,4
57,1,0,62324,5,56000,1,6324,3,0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3
72,5,0,20000,2,20000,0,0,2,0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,6
34,1,-1,24373,1,18000,1,6373,1,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,4
44,5,-1,23233,1,12000,2,11233,0,0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6
