id,customer_id,age,gender,prefecture,feedback_rating,sentiment_score,total_spend,room_bookings,room_spend,restaurant_visits,restaurant_spend,pool_uses,breakfast_uses,target
469,c_237512,15,F,40,4,-1,43960,2,33000,2,10960,1,2,7
158,c_034709,64,M,13,4,1,53279,4,48000,1,5279,2,1,10
708,c_754178,26,F,1,3,0,67636,5,56000,2,11636,0,2,6
535,c_652702,62,M,1,2,0,70000,5,70000,0,0,1,0,5
475,c_645746,31,F,23,3,-1,67601,5,57000,2,10601,0,5,9
266,c_126681,66,F,13,2,1,26322,1,10000,3,16322,0,1,6
859,c_111511,29,M,23,1,-1,89224,5,68000,4,21224,5,0,7
456,c_170826,64,F,23,2,0,64309,4,48000,3,16309,1,1,4
363,c_247798,27,M,1,4,-1,37895,1,22000,3,15895,1,0,8
187,c_745163,47,F,13,4,1,43552,2,28000,3,15552,1,2,8
587,c_485440,30,M,23,3,0,54515,4,49000,1,5515,1,0,5
920,c_898187,38,M,23,4,1,70301,5,64000,1,6301,2,0,10
182,c_776974,44,F,1,1,-1,69149,5,64000,1,5149,2,5,6
833,c_075367,48,M,13,4,1,25000,2,25000,0,0,0,0,8
54,c_584860,59,F,1,3,0,57799,3,41000,3,16799,0,1,5
450,c_465389,61,M,1,3,0,64000,5,64000,0,0,0,0,6
622,c_130196,45,F,1,3,0,64698,4,54000,2,10698,1,0,5
24,c_538588,62,F,13,1,0,76278,5,60000,3,16278,1,0,3
630,c_238608,49,F,27,2,1,68033,5,52000,3,16033,2,4,7
258,c_175399,25,M,40,1,1,22955,1,17000,1,5955,0,0,5
698,c_440657,47,F,40,3,1,60809,4,44000,3,16809,0,1,8
352,c_581093,52,F,27,2,0,37324,1,22000,3,15324,0,0,3
276,c_012378,51,M,40,1,0,41000,4,41000,0,0,2,0,2
654,c_046273,46,M,13,1,-1,29000,2,29000,0,0,1,0,5
781,c_423307,47,M,13,5,-1,46000,3,46000,0,0,0,1,6
903,c_253822,69,F,13,2,-1,61757,3,45000,3,16757,0,0,2
32,c_617550,15,M,27,4,-1,17000,1,17000,0,0,1,0,6
454,c_335841,38,F,40,4,1,48836,3,38000,2,10836,0,0,10
166,c_393043,41,F,27,1,-1,55339,4,50000,1,5339,1,0,5
958,c_887850,21,F,40,3,1,31740,2,25000,1,6740,1,2,8
243,c_732309,16,M,27,3,0,60826,5,54000,1,6826,0,1,5
125,c_092045,36,F,40,4,1,60186,5,50000,2,10186,0,4,9
247,c_245716,61,M,23,5,1,22000,1,22000,0,0,0,0,9
261,c_368933,55,M,40,4,1,42000,4,42000,0,0,3,0,9
542,c_833344,69,F,40,2,1,74106,5,59000,3,15106,2,3,8
471,c_282396,41,F,1,4,1,52449,4,42000,2,10449,2,3,9
446,c_544225,68,F,23,3,-1,54585,3,38000,3,16585,0,0,5
643,c_691036,55,F,40,2,0,35030,1,20000,3,15030,0,0,3
854,c_408598,36,F,27,3,0,60840,5,55000,1,5840,0,1,5
259,c_182850,47,F,23,5,0,39509,2,24000,3,15509,0,1,7
588,c_115989,15,M,23,4,1,24592,1,18000,1,6592,1,0,8
23,c_538665,42,F,23,1,0,58269,3,48000,2,10269,0,0,3
473,c_880728,57,F,13,4,-1,43697,1,28000,3,15697,0,1,4
74,c_171215,54,M,1,1,1,13000,1,13000,0,0,0,0,5
795,c_690013,61,F,40,1,1,72830,4,56000,3,16830,2,3,7
152,c_145756,23,F,1,3,0,51359,3,46000,1,5359,0,0,5
640,c_539334,47,F,13,3,0,36050,1,21000,3,15050,0,0,4
25,c_073854,60,F,13,3,1,25923,1,20000,1,5923,0,1,7
7,c_317364,16,M,1,2,1,56000,5,56000,0,0,4,1,7
508,c_123864,27,M,27,3,1,61000,5,61000,0,0,3,0,8
249,c_633354,38,M,40,3,1,48455,3,42000,1,6455,0,0,7
924,c_800765,63,F,13,2,-1,42410,2,27000,3,15410,1,2,6
308,c_431693,51,F,27,3,-1,62613,4,46000,3,16613,0,2,5
314,c_115878,17,F,23,5,-1,40582,1,25000,3,15582,0,0,10
409,c_719458,68,F,13,1,1,56478,3,41000,3,15478,0,1,6
611,c_356022,62,F,1,4,1,33382,1,22000,2,11382,0,0,9
106,c_306189,69,F,40,1,0,36355,1,20000,3,16355,0,0,2
501,c_509583,61,F,1,1,1,69455,5,59000,2,10455,0,0,5
44,c_005348,65,M,13,1,0,44000,3,44000,0,0,2,0,3
341,c_133862,35,M,40,3,0,38135,1,27000,2,11135,1,0,4
662,c_732050,43,M,13,3,-1,57822,3,46000,2,11822,3,1,7
318,c_405926,59,M,23,5,-1,20000,2,20000,0,0,2,0,7
427,c_644922,59,M,13,5,0,69000,5,69000,0,0,1,0,8
264,c_049819,48,M,23,1,-1,30947,2,25000,1,5947,2,0,4
315,c_750987,65,F,23,1,0,81286,5,66000,3,15286,0,2,4
470,c_773820,72,M,27,4,1,35000,2,35000,0,0,1,0,9
78,c_310513,29,F,40,1,0,52587,3,47000,1,5587,0,2,3
894,c_065508,22,M,27,3,-1,23000,1,23000,0,0,1,0,7
210,c_627775,59,F,27,1,1,40928,2,25000,3,15928,0,1,5
120,c_492526,70,F,23,5,1,71283,5,56000,3,15283,2,3,10
390,c_782755,48,M,27,5,1,68876,5,52000,3,16876,2,0,10
558,c_515015,45,F,1,2,1,57298,3,46000,2,11298,0,2,6
689,c_177245,44,M,40,3,0,72029,5,66000,1,6029,2,0,6
295,c_667257,37,F,23,4,1,33954,2,22000,2,11954,1,1,8
836,c_057069,61,F,13,2,0,61344,5,51000,2,10344,0,1,4
664,c_286528,22,M,1,5,-1,51864,4,40000,2,11864,4,0,8
842,c_531579,27,F,13,5,-1,45480,3,35000,2,10480,0,2,10
42,c_673830,61,F,13,1,1,44312,2,29000,3,15312,0,2,5
616,c_093828,38,M,13,3,-1,63067,4,47000,3,16067,4,1,3
17,c_390616,64,M,27,1,1,34000,3,34000,0,0,0,1,4
196,c_642161,62,M,27,5,1,57000,4,57000,0,0,2,0,10
227,c_694221,43,M,13,4,0,34823,1,18000,3,16823,1,0,5
246,c_051184,45,M,23,4,-1,74576,5,59000,3,15576,3,0,9
839,c_797218,34,M,13,3,-1,30926,1,25000,1,5926,0,0,6
812,c_739719,43,M,27,1,-1,52664,4,41000,2,11664,4,1,5
570,c_754907,19,F,13,4,-1,57802,4,46000,2,11802,1,1,5
34,c_582581,48,M,1,3,-1,35515,3,30000,1,5515,1,0,3
594,c_333769,72,M,13,1,1,71986,5,65000,1,6986,1,0,7
494,c_348866,42,F,40,5,1,62162,4,47000,3,15162,1,3,10
872,c_602400,35,M,27,1,0,58109,4,48000,2,10109,2,0,3
112,c_781149,37,M,40,2,-1,47779,4,42000,1,5779,3,0,6
18,c_172304,51,M,23,3,0,31230,2,26000,1,5230,0,0,4
398,c_595673,26,F,1,3,1,68406,5,52000,3,16406,2,3,8
87,c_851057,32,F,13,4,1,69466,5,54000,3,15466,1,4,9
179,c_236388,45,M,23,4,-1,55000,5,55000,0,0,0,1,10
64,c_328149,45,M,27,3,-1,40865,2,25000,3,15865,1,0,5
648,c_427999,34,F,1,2,1,64969,5,59000,1,5969,0,5,8
680,c_671123,59,M,23,5,-1,49698,4,43000,1,6698,3,1,10
269,c_498531,49,F,27,4,0,61977,3,45000,3,16977,0,2,6
751,c_115226,69,F,13,4,-1,56756,4,40000,3,16756,0,0,10
273,c_095702,62,M,40,3,0,44000,4,44000,0,0,3,1,5
1,c_455841,29,M,23,1,1,64288,4,59000,1,5288,2,0,7
216,c_551981,49,M,40,4,0,51000,4,51000,0,0,1,1,6
717,c_664779,27,F,27,2,1,57368,4,52000,1,5368,0,3,8
548,c_715935,50,M,13,2,1,54000,5,54000,0,0,3,0,7
316,c_275590,17,F,13,2,-1,10000,1,10000,0,0,0,1,6
585,c_859402,70,F,27,5,0,46589,3,36000,2,10589,0,1,7
520,c_784172,59,M,27,5,0,67000,5,67000,0,0,1,1,8
115,c_371950,30,M,23,2,1,33281,1,22000,2,11281,0,0,5
149,c_625831,16,F,27,5,-1,45360,2,34000,2,11360,0,2,10
638,c_191617,31,F,13,4,-1,25531,1,19000,1,6531,0,0,8
517,c_497301,55,F,23,5,0,36184,2,20000,3,16184,1,1,6
686,c_137907,49,M,13,3,1,46000,3,46000,0,0,2,1,8
914,c_244637,62,F,40,5,0,28313,1,12000,3,16313,0,0,6
153,c_501732,29,F,40,1,-1,40075,1,29000,2,11075,0,0,3
573,c_588095,39,M,13,5,1,46429,2,30000,3,16429,2,0,9
287,c_058298,51,F,27,1,1,50868,2,39000,2,11868,1,0,6
981,c_876990,37,F,1,4,1,37715,1,27000,2,10715,0,0,9
583,c_381500,39,M,1,4,1,36469,1,26000,2,10469,0,0,9
362,c_008215,58,M,23,1,-1,18867,1,12000,1,6867,0,0,4
782,c_087014,51,M,23,4,-1,30000,1,30000,0,0,0,0,8
100,c_471628,72,F,1,2,0,42293,2,27000,3,15293,1,2,3
625,c_746944,61,F,23,2,-1,61788,3,45000,3,16788,0,1,5
528,c_192824,35,M,23,3,1,45835,1,30000,3,15835,0,0,7
268,c_401200,51,F,13,1,-1,59998,4,54000,1,5998,2,1,3
140,c_079224,30,M,1,5,0,57000,5,57000,0,0,5,1,8
804,c_117169,28,F,27,5,0,35013,1,19000,3,16013,0,1,6
609,c_310581,36,M,40,2,1,28868,1,18000,2,10868,1,0,5
817,c_427865,71,M,23,3,1,73829,5,68000,1,5829,4,0,9
635,c_578923,32,M,13,5,0,53087,1,27000,5,26087,0,0,7
980,c_018816,17,M,40,2,-1,25000,2,25000,0,0,1,0,4
248,c_521706,31,F,13,5,0,45956,1,30000,3,15956,0,0,7
882,c_072172,25,M,23,3,0,28079,1,22000,1,6079,0,0,4
281,c_443509,57,M,1,1,0,62324,5,56000,1,6324,3,0,3
51,c_226305,72,M,13,5,0,20000,2,20000,0,0,2,0,6
245,c_614877,34,M,40,1,-1,24373,1,18000,1,6373,1,0,4
66,c_329109,44,M,40,5,-1,23233,1,12000,2,11233,0,0,6
355,c_407992,15,F,13,1,0,74520,5,58000,3,16520,0,4,3
530,c_889144,65,M,1,1,-1,65122,4,59000,1,6122,0,1,7
65,c_136980,65,F,1,1,-1,46881,2,30000,3,16881,0,0,2
754,c_261527,39,F,1,1,0,47092,2,37000,2,10092,1,2,2
601,c_616775,40,F,1,4,-1,53359,3,42000,2,11359,1,1,4
884,c_457532,30,F,1,2,0,60038,4,45000,3,15038,2,3,4
976,c_467650,70,M,1,3,0,37000,2,37000,0,0,0,0,5
788,c_171301,17,F,23,5,-1,34000,2,34000,0,0,0,1,5
523,c_019040,55,F,13,3,-1,54827,3,39000,3,15827,1,2,5
10,c_676628,59,F,13,3,1,60275,3,44000,3,16275,0,1,8
898,c_486448,42,F,13,5,1,68277,5,53000,3,15277,1,5,10
144,c_374094,57,F,1,3,0,47344,2,32000,3,15344,0,2,4
930,c_812628,46,M,23,3,-1,36000,3,36000,0,0,1,1,5
957,c_494924,38,F,13,3,-1,22493,1,17000,1,5493,0,1,4
540,c_171822,34,M,13,4,1,24546,1,13000,2,11546,1,0,9
875,c_644895,69,F,1,5,0,55464,3,45000,2,10464,1,1,7
605,c_722919,70,F,40,5,1,67092,4,57000,2,10092,1,2,10
555,c_272368,23,F,13,5,0,37166,1,22000,3,15166,0,0,6
841,c_663199,35,M,27,5,0,62035,3,47000,3,15035,0,0,8
225,c_540774,43,F,40,5,0,65010,4,59000,1,6010,2,0,8
997,c_751623,66,M,13,2,1,51000,4,51000,0,0,3,0,7
271,c_741555,53,F,1,4,1,40222,1,24000,3,16222,0,0,8
963,c_486647,29,M,40,3,0,43113,1,28000,3,15113,0,0,4
736,c_135740,70,F,23,5,1,82058,5,66000,3,16058,0,5,10
767,c_178001,38,M,1,1,0,38815,2,32000,1,6815,2,0,2
406,c_476039,48,M,40,3,-1,42889,2,37000,1,5889,1,0,4
262,c_212302,70,M,40,4,0,34000,3,34000,0,0,0,1,6
328,c_365689,51,F,27,2,-1,33995,1,17000,3,16995,0,0,4
707,c_587807,37,M,27,3,-1,34027,1,28000,1,6027,1,0,6
244,c_784311,44,F,23,2,0,17372,1,12000,1,5372,0,0,2
445,c_760032,71,F,27,2,1,71846,4,55000,3,16846,2,4,8
900,c_068161,34,F,40,5,1,33000,2,33000,0,0,0,0,10
402,c_045502,27,M,13,4,1,59078,3,43000,3,16078,1,0,10
290,c_686561,63,F,1,4,1,69265,4,59000,2,10265,1,2,10
971,c_552023,61,M,27,3,1,57308,4,47000,2,10308,2,0,8
431,c_764012,24,M,40,2,1,65141,3,50000,3,15141,0,1,8
505,c_094101,44,M,13,1,0,28000,1,28000,0,0,1,0,2
632,c_747752,18,M,1,4,0,46000,4,46000,0,0,1,0,6
449,c_329382,56,M,23,4,-1,65969,4,59000,1,6969,4,0,10
493,c_387328,48,F,1,1,-1,71713,4,60000,2,11713,2,1,2
860,c_720035,54,F,27,5,0,35005,2,20000,3,15005,0,2,6
866,c_063392,27,F,13,4,1,39755,2,34000,1,5755,1,0,9
441,c_876819,22,F,23,3,1,18000,1,18000,0,0,0,0,7
364,c_111214,23,M,40,4,1,50180,2,35000,3,15180,0,0,9
126,c_738419,71,F,13,4,1,85269,5,70000,3,15269,2,0,10
200,c_698725,52,F,40,1,1,55457,2,40000,3,15457,1,2,5
128,c_632804,21,M,23,1,0,52000,4,52000,0,0,3,0,3
331,c_620431,52,M,40,3,0,40112,2,35000,1,5112,2,0,5
4,c_885088,38,M,23,2,-1,19908,1,14000,1,5908,0,0,7
561,c_210278,23,M,40,4,-1,45751,2,40000,1,5751,2,0,10
136,c_330436,31,M,40,1,1,59315,4,49000,2,10315,1,1,6
202,c_025779,51,M,1,4,1,43000,4,43000,0,0,3,0,10
941,c_498290,24,F,40,3,1,60893,4,44000,3,16893,2,4,9
168,c_470683,25,F,23,1,0,74726,5,63000,2,11726,0,3,3
653,c_797781,23,M,27,3,1,47000,4,47000,0,0,2,0,8
16,c_433076,49,M,1,5,1,46000,4,46000,0,0,0,1,10
27,c_711751,68,F,40,1,-1,66167,5,60000,1,6167,1,3,6
438,c_192551,23,F,40,2,-1,26556,1,10000,3,16556,0,1,5
678,c_727853,38,M,40,3,0,66073,5,55000,2,11073,3,0,5
205,c_184624,61,F,40,1,1,65889,4,54000,2,11889,1,3,7
463,c_218315,19,M,1,2,0,24000,2,24000,0,0,0,0,3
966,c_834256,72,F,27,3,0,58911,4,43000,3,15911,0,4,5
785,c_667254,47,F,23,4,-1,42006,3,32000,2,10006,0,0,6
737,c_502617,22,F,40,1,0,74652,5,64000,2,10652,1,3,3
999,c_123978,59,F,1,1,1,27816,1,11000,3,16816,0,1,4
278,c_321654,56,M,40,1,1,71950,5,61000,2,10950,1,0,7
506,c_213316,61,F,23,3,0,73658,4,57000,3,16658,2,2,6
514,c_221434,16,F,1,3,0,21000,1,21000,0,0,0,1,4
417,c_095719,37,F,1,4,-1,51000,4,51000,0,0,1,2,10
99,c_184826,51,F,27,3,0,27978,1,16000,2,11978,0,1,4
798,c_465454,45,F,40,2,0,26307,2,20000,1,6307,1,1,3
107,c_715001,72,F,27,1,-1,53238,4,43000,2,10238,2,4,3
37,c_527366,68,M,23,4,0,19000,1,19000,0,0,1,0,5
810,c_375189,21,M,40,1,0,31910,1,25000,1,6910,1,0,2
157,c_112489,20,M,40,5,0,44000,3,44000,0,0,0,0,7
604,c_309754,32,F,27,4,0,16000,1,16000,0,0,0,1,5
712,c_425399,15,M,13,1,1,39000,2,39000,0,0,2,0,6
753,c_473597,32,M,1,5,0,40954,2,30000,2,10954,2,0,7
448,c_754590,56,F,40,1,-1,47216,2,37000,2,10216,1,2,5
444,c_302632,64,F,40,4,1,74410,5,58000,3,16410,2,0,10
215,c_480308,24,M,40,2,1,45862,2,34000,2,11862,0,0,7
373,c_717818,33,M,27,2,-1,79274,4,58000,4,21274,4,1,5
105,c_420463,19,M,27,5,1,58000,5,58000,0,0,1,1,10
209,c_370620,22,M,13,2,0,30000,3,30000,0,0,3,1,3
154,c_179403,34,M,23,2,1,54220,4,44000,2,10220,4,1,7
755,c_764238,24,M,13,2,-1,47540,2,37000,2,10540,0,0,3
783,c_863824,51,M,1,4,1,52000,5,52000,0,0,1,1,9
647,c_857581,52,M,40,4,1,40000,3,40000,0,0,1,0,8
484,c_478161,37,F,23,2,0,42029,2,32000,2,10029,1,1,3
500,c_051931,21,M,1,1,1,31775,2,20000,2,11775,2,0,5
76,c_444503,45,F,23,3,-1,57761,4,52000,1,5761,0,0,6
809,c_417494,48,M,27,4,0,59788,4,49000,2,10788,0,1,6
435,c_760153,58,F,1,3,0,46058,3,30000,3,16058,0,2,4
515,c_155943,52,M,23,4,1,41152,3,30000,2,11152,2,1,8
462,c_688285,47,M,40,3,0,57144,5,51000,1,6144,3,0,5
679,c_372987,18,M,27,2,0,31000,2,31000,0,0,0,0,3
272,c_181811,19,F,27,2,-1,49309,2,38000,2,11309,0,0,2
802,c_832853,41,M,1,1,1,68861,4,48000,4,20861,3,0,6
512,c_387987,49,F,40,2,0,40867,2,30000,2,10867,0,0,3
31,c_227870,47,F,23,5,-1,38128,1,27000,2,11128,0,1,8
912,c_692132,71,M,13,3,0,24000,1,24000,0,0,1,0,4
379,c_312004,18,M,40,3,0,23000,2,23000,0,0,2,0,4
48,c_716817,43,M,23,4,1,78682,5,68000,2,10682,1,0,10
95,c_301078,63,M,23,5,1,56000,4,56000,0,0,0,1,10
423,c_026153,51,F,40,4,0,73504,5,57000,3,16504,1,5,7
410,c_558267,43,F,1,2,-1,53874,3,43000,2,10874,1,3,2
532,c_452815,64,M,40,1,-1,59000,5,59000,0,0,5,0,6
306,c_561578,57,F,40,2,1,37631,1,26000,2,11631,0,0,7
687,c_209264,57,F,40,5,1,39317,2,29000,2,10317,0,2,10
73,c_736901,72,M,13,1,-1,29487,2,24000,1,5487,1,0,3
386,c_579696,54,F,1,2,0,38282,2,22000,3,16282,0,2,3
579,c_897822,47,M,27,5,0,49000,4,49000,0,0,3,1,8
5,c_260773,40,M,13,5,0,53666,2,32000,4,21666,0,0,7
889,c_837157,33,F,23,1,1,32000,2,32000,0,0,0,0,5
593,c_408449,41,M,23,4,1,43046,2,33000,2,10046,0,0,9
989,c_604852,70,F,13,2,0,74894,5,63000,2,11894,2,0,5
862,c_799512,52,M,40,2,-1,47000,4,47000,0,0,2,0,5
394,c_386516,26,F,23,3,1,47155,3,32000,3,15155,1,2,7
413,c_648950,32,M,23,1,0,60000,5,60000,0,0,0,1,3
982,c_560566,42,M,1,4,1,52051,3,42000,2,10051,1,0,9
613,c_721738,63,M,13,3,0,30000,2,30000,0,0,2,0,4
110,c_224001,42,M,23,1,0,50726,1,30000,4,20726,0,0,2
62,c_036658,53,M,13,2,-1,86786,5,70000,3,16786,0,1,6
844,c_037164,66,F,27,5,0,65340,4,55000,2,10340,2,1,8
979,c_795471,54,M,1,1,1,61836,4,56000,1,5836,1,1,6
600,c_034733,51,M,40,1,-1,21656,1,16000,1,5656,1,0,4
700,c_250285,50,M,13,4,1,63037,5,58000,1,5037,0,1,10
118,c_160268,44,F,23,4,1,41410,2,35000,1,6410,1,2,8
503,c_839022_503,31,F,23,4,1,49060,3,39000,2,10060,0,0,9
396,c_038323,31,F,23,2,-1,49660,2,34000,3,15660,0,0,6
121,c_197564,16,M,1,5,-1,67000,5,67000,0,0,5,1,10
81,c_403159,32,M,13,4,0,27922,2,22000,1,5922,1,0,5
813,c_024274,45,M,27,2,0,70272,5,64000,1,6272,4,0,5
695,c_438354,24,M,23,3,1,65055,5,55000,2,10055,5,0,9
529,c_723068,58,M,1,5,-1,61766,5,55000,1,6766,5,1,7
26,c_400478,38,M,1,4,0,53821,3,33000,4,20821,0,0,6
52,c_699359,68,F,1,2,1,36011,2,21000,3,15011,1,0,5
169,c_486608,52,F,40,5,-1,31417,2,21000,2,10417,1,1,6
790,c_858374,26,F,13,3,1,69054,5,64000,1,5054,2,5,8
325,c_117530,20,F,13,2,0,24981,1,13000,2,11981,0,0,2
905,c_815955,43,F,13,1,0,55575,4,49000,1,6575,1,2,3
224,c_193334,62,M,1,1,0,20782,1,15000,1,5782,1,0,1
544,c_434288,19,F,1,5,1,56000,5,56000,0,0,2,4,10
197,c_867885,58,F,23,2,1,44125,2,34000,2,10125,0,2,6
874,c_823435,44,M,1,2,-1,55423,2,39000,3,16423,1,0,7
178,c_456842,32,M,13,5,1,30022,2,20000,2,10022,1,0,9
789,c_605227,55,F,23,5,1,46818,1,30000,3,16818,0,0,10
294,c_881281,41,M,27,3,0,64989,5,54000,2,10989,3,1,5
507,c_578534,30,M,27,5,1,37255,1,21000,3,16255,1,0,10
823,c_883558,55,M,23,2,-1,36000,2,36000,0,0,0,0,4
408,c_783647,48,M,13,2,-1,36956,2,31000,1,5956,1,0,6
935,c_359957,17,M,23,3,0,68000,5,68000,0,0,0,1,6
111,c_061958,17,F,23,1,-1,41455,3,30000,2,11455,0,2,5
372,c_307489,71,M,1,2,0,60000,4,60000,0,0,1,1,4
988,c_227281,66,F,40,1,0,68265,5,53000,3,15265,0,4,3
83,c_043553,67,M,23,5,1,40000,4,40000,0,0,1,0,10
716,c_406007,47,M,40,2,0,54000,4,54000,0,0,0,1,4
80,c_580374,68,F,23,5,-1,78977,5,67000,2,11977,2,2,10
472,c_559530,58,M,40,5,1,37069,2,32000,1,5069,1,0,9
20,c_305766,27,F,13,1,0,75127,5,65000,2,10127,1,5,3
98,c_591084,50,F,23,5,-1,53006,3,43000,2,10006,0,0,10
691,c_228360,54,M,1,4,-1,75345,5,69000,1,6345,4,0,5
365,c_648071,44,M,13,1,0,63622,3,48000,3,15622,1,0,3
171,c_871791,50,F,40,1,0,46697,2,31000,3,15697,0,2,2
577,c_402588,50,M,27,1,1,71118,5,60000,2,11118,5,0,7
108,c_274499,62,M,27,5,-1,54000,5,54000,0,0,3,1,10
67,c_281397,15,M,1,4,-1,60000,4,60000,0,0,1,1,9
703,c_559784,51,F,13,3,0,66507,3,50000,3,16507,0,2,5
8,c_506379,37,M,13,4,1,26536,1,11000,3,15536,0,0,9
758,c_103398,36,F,40,3,0,66437,4,55000,2,11437,1,2,5
589,c_797933,56,F,1,4,0,42927,1,27000,3,15927,0,1,5
591,c_776943,69,M,27,5,1,56000,5,56000,0,0,0,0,10
923,c_701900,72,M,23,4,1,51000,5,51000,0,0,1,0,9
919,c_051085,44,F,40,5,-1,51000,4,51000,0,0,0,2,10
671,c_885299,52,M,27,5,1,44000,4,44000,0,0,2,0,10
881,c_451314,33,F,27,4,1,51026,3,41000,2,10026,1,2,10
829,c_813257,58,F,27,4,1,56001,2,40000,3,16001,0,2,9
327,c_804787,53,F,1,2,-1,47990,3,31000,3,16990,1,3,2
757,c_170221,22,F,13,1,0,63227,5,53000,2,10227,0,2,3
289,c_804109,43,F,1,1,0,73549,5,62000,2,11549,1,0,3
566,c_807973,49,M,40,3,0,51000,4,51000,0,0,1,0,5
303,c_806113,43,F,23,4,0,57176,5,52000,1,5176,1,0,7
183,c_152812,30,M,1,4,0,76120,5,56000,4,20120,4,1,7
684,c_407889,38,M,1,5,0,73611,5,67000,1,6611,2,0,8
131,c_468207,63,F,23,2,-1,37280,2,27000,2,10280,0,0,7
104,c_041151,55,F,23,1,1,72073,5,66000,1,6073,2,1,6
133,c_066966,65,M,40,3,-1,24000,2,24000,0,0,2,0,5
955,c_516740,60,F,23,5,1,84018,5,69000,3,15018,0,4,10
370,c_421298,51,F,27,2,-1,56992,4,41000,3,15992,1,0,3
728,c_725653,27,F,40,2,1,33855,1,22000,2,11855,0,1,6
704,c_161079,47,M,13,5,1,23822,1,17000,1,6822,1,0,8
257,c_608346,60,M,13,4,-1,37000,2,37000,0,0,2,0,9
644,c_368768,55,F,23,1,1,56761,4,40000,3,16761,1,0,5
302,c_141900,72,F,1,1,1,35692,1,19000,3,16692,0,1,4
415,c_768841,61,F,40,4,-1,30694,1,14000,3,16694,0,0,5
487,c_277595,18,M,40,3,1,17000,1,17000,0,0,0,0,7
602,c_884110,16,M,40,1,-1,66618,4,60000,1,6618,1,1,2
880,c_352278,24,M,23,3,-1,70000,5,70000,0,0,3,1,9
799,c_463501,63,M,23,4,0,58000,5,58000,0,0,0,0,7
342,c_116907,62,F,27,1,1,55049,2,39000,3,16049,1,1,5
879,c_649190,49,F,40,1,1,62292,4,51000,2,11292,0,4,7
439,c_759299,28,F,40,4,-1,37050,1,26000,2,11050,0,0,8
340,c_289691,41,M,13,4,0,76400,5,60000,3,16400,5,1,7
744,c_695022,15,F,13,1,-1,17222,1,11000,1,6222,0,1,4
670,c_393850,36,F,23,2,-1,35133,1,29000,1,6133,0,1,5
592,c_314310,40,F,40,5,-1,36803,2,21000,3,15803,0,0,7
502,c_013024,44,M,23,5,1,35294,1,29000,1,6294,1,0,10
203,c_774613,20,M,40,1,1,25000,2,25000,0,0,1,0,5
724,c_382856,72,M,27,4,0,33000,2,33000,0,0,2,0,6
68,c_339566,55,F,1,3,-1,35735,1,19000,3,16735,0,1,6
867,c_040563,30,M,27,4,1,85499,5,65000,4,20499,0,1,10
734,c_088007,42,M,23,5,-1,49384,2,39000,2,10384,2,0,8
756,c_339758,55,F,1,1,-1,56117,3,50000,1,6117,0,2,6
690,c_866323,31,F,40,2,-1,44648,3,34000,2,10648,0,1,2
868,c_449782,61,F,27,3,1,80662,5,64000,3,16662,0,3,10
954,c_281658,58,M,27,1,1,38000,3,38000,0,0,1,1,6
574,c_082054,69,M,23,4,0,63156,4,57000,1,6156,0,0,7
389,c_744419,38,F,27,1,1,57695,4,46000,2,11695,2,2,6
883,c_158134,24,F,40,2,-1,44198,2,28000,3,16198,0,1,6
740,c_626338,72,M,40,2,1,38000,2,38000,0,0,0,0,7
763,c_747024,57,M,23,5,-1,61533,4,50000,2,11533,1,0,10
97,c_542959,28,M,1,3,1,38064,3,32000,1,6064,1,0,8
250,c_542823,68,M,23,2,1,50000,3,50000,0,0,0,1,7
834,c_570744,40,M,40,1,0,82455,5,67000,3,15455,1,1,4
226,c_366907,48,F,1,4,1,57434,4,41000,3,16434,1,4,9
322,c_532400,34,F,13,2,0,40733,2,25000,3,15733,0,0,3
40,c_872746,71,F,27,2,-1,54478,3,38000,3,16478,1,3,4
895,c_250202,28,F,13,2,0,75217,5,65000,2,10217,1,2,5
819,c_009845,55,F,27,5,1,73547,4,57000,3,16547,0,2,10
11,c_650887,68,M,1,5,0,57578,5,52000,1,5578,3,1,8
313,c_305679,51,M,23,1,1,49834,3,44000,1,5834,3,0,6
983,c_571347,46,F,1,4,0,70109,5,55000,3,15109,2,1,7
606,c_899994,21,M,40,1,1,71082,5,65000,1,6082,1,0,6
109,c_897067,54,M,40,1,-1,39000,2,39000,0,0,0,0,3
89,c_866305,56,M,23,1,1,68934,4,58000,2,10934,3,1,6
599,c_499937,29,M,27,1,1,55472,3,44000,2,11472,1,1,6
335,c_678049,54,M,40,3,-1,66000,5,66000,0,0,4,1,5
116,c_824357,50,F,40,4,-1,63626,5,53000,2,10626,1,1,9
760,c_221326,55,M,13,3,-1,49000,4,49000,0,0,2,0,4
467,c_514629,39,M,1,3,0,67005,4,51000,3,16005,2,1,5
114,c_889648,19,F,1,1,0,60937,4,54000,1,6937,1,3,3
702,c_409187,36,M,23,2,1,24044,1,13000,2,11044,1,0,6
526,c_246812,52,F,23,5,0,36966,2,26000,2,10966,1,2,7
320,c_522621,53,M,40,5,1,76570,4,60000,3,16570,0,0,10
174,c_379891,34,F,1,1,-1,36770,2,31000,1,5770,0,2,4
847,c_196481,25,F,27,5,0,72563,5,62000,2,10563,2,5,8
713,c_236453,17,M,1,3,-1,37000,3,37000,0,0,3,0,8
288,c_802963,70,M,27,3,1,17000,1,17000,0,0,0,0,7
428,c_052434,55,M,13,3,0,36000,3,36000,0,0,1,1,5
